1635537583,0
1635544080,1000000
1635552180,2000000
1635604745,3865849
1635604805,3867650
1635604865,3868565
1635604925,3869570
1635604986,3871481
1635605046,3872095
1635605106,3872936
1635605166,3873715
1635605226,3874641
1635605292,3875577
1635605352,3876306
1635605412,3877224
1635605472,3878703
1635605532,3879929
1635605592,3880968
1635605653,3882394
1635605713,3882866
1635605773,3883581
1635605833,3884380
1635605893,3885501
1635605953,3886780
1635606014,3888296
1635606074,3889177
1635606134,3890047
1635606194,3891081
1635606254,3891853
1635606315,3893244
1635606375,3893722
1635606435,3895253
1635606495,3896341
1635606555,3897102
1635606615,3898527
1635606675,3899158
1635606736,3900359
1635606796,3901293
1635606856,3901976
1635606921,3902575
1635606981,3903631
1635607041,3905400
1635607102,3907071
1635607162,3907715
1635607209,3908338
1635607270,3909272
1635607330,3909950
1635607390,3910741
1635607407,3910741
1635607467,3911891
1635607528,3912423
1635607588,3913223
1635607639,3914127
1635607699,3914926
1635607760,3916466
1635607812,3917247
1635607872,3918182
1635607933,3918570
1635607993,3919167
1635608053,3921240
1635608113,3922069
1635608174,3923187
1635608234,3923901
1635608294,3924416
1635608355,3925769
1635608415,3926366
1635608475,3927121
1635608536,3927721
1635608596,3929291
1635608656,3929960
1635608716,3930840
1635608777,3931716
1635608837,3932381
1635608897,3934108
1635608958,3934986
1635609018,3935868
1635609078,3936244
1635609138,3937048
1635609199,3937741
1635609259,3938721
1635609319,3944353
1635609380,3944983
1635609440,3945653
1635609500,3945653
1635609560,3947740
1635609621,3948659
1635609681,3949497
1635609741,3950188
1635609802,3950944
1635609862,3951914
1635609922,3952335
1635609982,3953033
1635610043,3954174
1635610103,3954841
1635610163,3956948
1635610224,3957894
1635610284,3958427
1635610344,3959270
1635610404,3961158
1635610465,3962106
1635610525,3963038
1635610585,3963682
1635610646,3965460
1635610706,3965832
1635610766,3969418
1635610827,3970091
1635610887,3970856
1635610947,3972573
1635611007,3973245
1635611068,3973962
1635611128,3974981
1635611188,3977036
1635611249,3977456
1635611309,3978133
1635611369,3978855
1635611429,3979519
1635611490,3980067
1635611555,3980866
1635611615,3982152
1635611676,3983194
1635611736,3984471
1635611796,3985878
1635611856,3986570
1635611917,3987367
1635611977,3988683
1635612037,3989898
1635612098,3992606
1635612158,3993186
1635612218,3994252
1635612278,3995376
1635612339,3995992
1635612399,3996634
1635612459,3998609
1635612520,3999349
1635612580,4000017
1635612640,4000939
1635612701,4003222
1635612761,4004099
1635612821,4006096
1635612881,4007338
1635612942,4008233
1635613002,4112317
1635613062,4112999
1635613123,4113895
1635613183,4114949
1635613243,4115888
1635613303,4117544
1635613364,4119621
1635613424,4121299
1635613484,4123055
1635613545,4124082
1635613605,4126848
1635613665,4128532
1635613726,4129518
1635613786,4130861
1635613846,4131819
1635613906,4132973
1635613967,4133983
1635614027,4134883
1635614087,4135984
1635614147,4136936
1635614208,4138682
1635614268,4139637
1635614328,4140794
1635614389,4141949
1635614449,4142665
1635614509,4143888
1635614569,4144716
1635614630,4146296
1635614690,4147108
1635614750,4147720
1635614811,4148429
1635614871,4149486
1635614931,4150244
1635614991,4176873
1635615052,4177680
1635615112,4179557
1635615172,4180346
1635615233,4181080
1635615293,4181922
1635615353,4187633
1635615414,4188783
1635615474,4189575
1635615534,4190636
1635615594,4191381
1635615655,4194470
1635615715,4195362
1635615775,4196081
1635615836,4196936
1635615896,4197996
1635615956,4198577
1635616016,4199715
1635616077,4200882
1635616137,4202227
1635616197,4203371
1635616258,4204452
1635616318,4205637
1635616378,4206659
1635616438,4207579
1635616499,4208400
1635616559,4209087
1635616619,4219843
1635616680,4220764
1635616740,4221950
1635616800,4222792
1635616860,4223776
1635616921,4226012
1635616981,4226842
1635617041,4227689
